State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year
BIHAR,PURNIA,SRINAGAR,KHOKHA NORTH,KHOKHA,RUSHTAM TOLA,Iron,1/4/2011
BIHAR,PURNIA,DHAMDAHA,NIRPUR,NIRPUR,MUSHARI,Iron,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,THOB,BEGRIYA,KUMPAVATO KD,Fluoride,1/4/2010
RAJASTHAN,JODHPUR,OSIAN,SANTORA KHURD,NERWA CHARNAN,CHARAN VIJAI DANJI KD,Salinity,1/4/2010
KARNATAKA,DAVANGERE,CHANNAGIRI,MEDIKERE,MEDIKERE,MEDIKERE,Fluoride,1/4/2009
UTTAR PRADESH,DEORIA,BAITALPUR,SURYA PURA,SURAJPURA,SURAJPURA,Fluoride,1/4/2009
RAJASTHAN,TONK,TONK,NANER,RAHIMPURA NAYA GAON,RAHIMPURA NAYAGAON,Fluoride,1/4/2011
BIHAR,MADHEPURA,CHAUSA,RASULPUR DHUHIA,DHURIA,PARBATTA,Iron,1/4/2010
PUNJAB,FATEHGARH SAHIB,KHERA,PATARSI KALAN,PATARSI KALAN,PATARSI KALAN,Fluoride,1/4/2011
BIHAR,PURNIA,BANMANKHI,RUPAULI SOUTH,RUPAULI SOUTH,BHEETA TOLA,Iron,1/4/2009
RAJASTHAN,JODHPUR,OSIAN,NEVRA ROAD,NEWRA ROAD,DERAMJI JAKHAR KD,Fluoride,1/4/2009
BIHAR,PURNIA,PURNIA EAST,ABDULLA NAGAR,ABDULLAHNAGAR,BASANT PUR,Iron,1/4/2009
JHARKHAND,PASCHIM SINGHBHUM,NOAMUNDI,DUDHABILA,DUDHABILA,TALA SAI,Iron,1/4/2011
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,MANJAMALLI,MANJAMALLI,KILLUKUDI H,Iron,1/4/2010
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,PACHBIR,SANDALPUR,HARIJAN TOL,Iron,1/4/2009
ASSAM,TINSUKIA,KAKAPATHAR,GAVARUBHETI,GAURIPUR GAON,GOWALLA BASTI,Iron,1/4/2009
ORISSA,KORAPUT,DASAMANTAPUR,GIRILIGUMA,ROIAMBO,TIKIRAGAM,Iron,1/4/2009
TRIPURA,NORTH TRIPURA,GOURNAGAR,LAXMIPUR,LAXMIPUR,KUBJAR(EAST),Iron,1/4/2010
BIHAR,PURNIA,BANMANKHI,PIPRA,RIKABGANJ,RIKAB GANJ,Iron,1/4/2011
BIHAR,BUXAR,SIMRI,RAJPUR KALAN,RAJPUR KALAN,YADAV TOLA,Arsenic,1/4/2012
BIHAR,SUPAUL,RAGHOPUR,RAGHOPUR,RAGHOPUR,RAGHOPUR NATH TOLA,Iron,1/4/2011
KARNATAKA,CHITRADURGA,HIRIYUR ,J.G.HALLY ,J.G.HALLY,J.G.HALLY,Iron,1/4/2010
ORISSA,PURI,GOP,KUAN PADA,KUANPADA,KUAN PADA,Iron,1/4/2009
WEST BENGAL,NORTH 24 PARGANAS,GAIGHATA,SUTIA,BARASAT,BARASAT,Arsenic,1/4/2009
RAJASTHAN,BHILWARA,HURDA,TONKARWAD,TONKARWAD,SABALPURA,Fluoride,1/4/2009
RAJASTHAN,BARMER,CHOHTAN,POKARASAR,KHARAWALA,THORIYO KI DHANI,Salinity,1/4/2010
TRIPURA,SOUTH TRIPURA,SATCHAND,FULCHARI,GUNADHAN PARA,KABYA CH.PARA,Iron,1/4/2009
ORISSA,ANUGUL,ANUGUL,BADAKERA,DHUMUNI,HADI SAHI,Iron,1/4/2011
ORISSA,BALESHWAR,BALESWAR SADAR,SARTHA,SARTHA,CHAKA SARTHA,Salinity,1/4/2009
RAJASTHAN,BARMER,SHEO,NAGARDA,MADHE KA TALA,SIDANIO KI DHANI,Salinity,1/4/2010
BIHAR,SUPAUL,TRIBENIGANJ,JADIA,PHULKAHA,PHULKAHA,Iron,1/4/2011
CHATTISGARH,JASHPUR,BAGICHA,MURHI,MUDHI,BIJAGHAT,Iron,1/4/2011
RAJASTHAN,BARMER,BARMER,BHEENDE KA PAR,SAJJAN KA PAR,BUDANI PARA,Salinity,1/4/2011
KARNATAKA,MANDYA,NAGAMANGALA,BHEEMANAHALLI,SOMANA HALLI,SOMANA HALLI,Fluoride,1/4/2011
ANDHRA PRADESH,PRAKASAM(08),PAMUR(52),CHINTALAPALEM(09),MOTRABULAPADU(010 ),MOTRAVULAPADU(0811852010010900),Fluoride,1/4/2009
RAJASTHAN,BIKANER,KOLAYAT,KHINDASAR,KHEENDASAR,BISHNOI KI DHANI,Fluoride,1/4/2011
RAJASTHAN,DUNGARPUR,BICHHIWARA,RENTA,DAKANMARIYA,DAKAN MARIYA,Nitrate,1/4/2010
KARNATAKA,TUMKUR,MADHUGIRI,PURAVARA,SANKAPURA,SANKAPURA,Fluoride,1/4/2011
ASSAM,SIBSAGAR,SIBSAGAR,KONWARPUR,GOHAIN PATHAR GAON,GOHAIN PATHAR GAON,Iron,1/4/2010
KARNATAKA,BELLARY,SANDUR,TARANAGAR,S. GANGALAPURA,S. GANGALAPURA,Fluoride,1/4/2012
RAJASTHAN,JODHPUR,SHERGARH,KHIRJA KHAS,KHIRJANASHA,KAULISHYO KD,Salinity,1/4/2011
CHATTISGARH,KORIYA,MANENDRAGARH,PEPARIYA,PIPARIYA,HARIZANPARA,Iron,1/4/2010
RAJASTHAN,UDAIPUR,DHARIAWAD,CHARNIYA,CHARNIYA,KALI KAKAR DAG FALA,Nitrate,1/4/2009
WEST BENGAL,KOCH BIHAR,MEKLIGANJ,NIZTARAF,NIJTARAF (P),PART OF PARMEKHLIGANJ,Iron,1/4/2010
CHATTISGARH,KORIYA,MANENDRAGARH,PARASGADHI,PARASGARI,TIKRATOLA,Iron,1/4/2009
ASSAM,NAGAON,BAJIAGAON,BAJIAGAON,BHAGAMUR,BHAGAMUR,Iron,1/4/2011
RAJASTHAN,BARMER,DHORIMANA,KEKAD,KEKAR,MOTI KI BERI,Salinity,1/4/2011
ANDHRA PRADESH,RANGAREDDY(15),CHEVELLA(18),THANGADPALLY(04),THANGADPALLY(008 ),MADIKATTU(1520418008020400),Fluoride,1/4/2012
RAJASTHAN,NAGAUR,RIYAN,MEDAS,LADWA,LADWA,Fluoride,1/4/2011
ASSAM,KAMRUP,CHANDRAPUR,CHANDRAPUR,CHANDRAPUR GAON,CHANDRAPUR GAON,Fluoride,1/4/2009
KARNATAKA,MANDYA,KRISHNARAJPET,IKANAHALLI,IKANAHALLI,IKANAHALLI,Nitrate,1/4/2012
RAJASTHAN,JODHPUR,BHOPALGARH,DEWATRA,DEWATRA,DEVI SAGAR,Fluoride,1/4/2010
MADHYA PRADESH,INDORE,MHOW,HARNIYAKHEDI,BORKHEDI,BORKHEDIVET,Iron,1/4/2009
TAMIL NADU,NAGAPATTINAM,KOLLIDAM,MADHRIVELLUR,MADIRVELUR,MADHRIVELLUR,Iron,1/4/2012
HARYANA,MAHENDRAGARH,NARNAUL,Mandlana,Mandlana,Mandlana,Fluoride,1/4/2009
BIHAR,BHAGALPUR,COLGONG,KISUNDAS PUR,KISUNDAS PUR,BHOLA TOLA,Arsenic,1/4/2009
BIHAR,SAHARSA,SATAR KATAIYA,BHELWA,BAGHI URF BHALUASUKHASAN,BAGHI BALUAHA SUKHASAN,Iron,1/4/2010
MAHARASHTRA,NANDED,KINWAT,GOKUNDA,GOKUNDA,GOKUNDA,Fluoride,1/4/2010
RAJASTHAN,BARMER,BARMER,AKORA,DUDAWA KHURD,PRATAP SINGH KI DHANI,Salinity,1/4/2012
BIHAR,PURNIA,SRINAGAR,NIPANIA,NIPANIA,NATA RAHI,Iron,1/4/2012
ASSAM,NAGAON,KHAGARIJAN,BHAKATGAON,SHILLONGGONI,SHILLONG-GONI,Iron,1/4/2012
CHATTISGARH,JASHPUR,JASHPUR,SARUDIH,KOMDO,UPPER PARA,Iron,1/4/2011
RAJASTHAN,BARMER,CHOHTAN,ITADA,ITADIYA,KARLO KA DER,Salinity,1/4/2011
WEST BENGAL,NADIA,KRISHNAGAR - I,PORA GACHHA,SONDA (P),SANDHA,Arsenic,1/4/2009
UTTAR PRADESH,AGRA,SAIYAN,HIRONDA,HIRONDA,RAMPAL KA PURA,Salinity,1/4/2012
KARNATAKA,TUMKUR,KORATAGERE,AGRAHARA,NAVEELAKUREKE,DAMAGALAIAHNPALYA,Iron,1/4/2011
BIHAR,BEGUSARAI,BACHHWARA,GOVINDPUR-III,GOBINDPUR (PT-BACHHWARA) *,FARCHIBAN,Iron,1/4/2010
ORISSA,RAYAGADA,GUNUPUR,TITIMIRI,BHIMPURGUDA,KUSUMOPODO,Iron,1/4/2009
MADHYA PRADESH,DHAR,BADNAWAR,SHERGARH,SERGARH,MADHAVGARH,Fluoride,1/4/2009
ORISSA,KORAPUT,NANDAPUR,KULARSINGH,TANSING,BADASIKARIPUT,Iron,1/4/2011
KARNATAKA,MANDYA,MANDYA,CHANDAGALU (B),CHIKKAKOTHAGERE,CHIKKAKOTHAGERE,Nitrate,1/4/2012
RAJASTHAN,TONK,TONK,SORAN,YUSUFPURA @ CHARAI,YUSUFPURA CHARAI,Fluoride,1/4/2011
RAJASTHAN,BARMER,SIWANA,THAPAN,THAPAN,CHOUHANO KA BERA,Salinity,1/4/2012
MAHARASHTRA,JALGAON,PACHORA,KHEDGAON NANDICHE,KHEDGAON NANDICHE,KHEDGAON NANDICHE,Nitrate,1/4/2010
BIHAR,SAHARSA,SATAR KATAIYA,BIHRA,LAUKAHI(APPERTAINING TO)GA.BRA,CHAMAR TOLA,Iron,1/4/2012
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,MONOSANGAN,ROUTHGRAM (W-8),ROUTHGRAM (W-8),Iron,1/4/2011
RAJASTHAN,JAISALMER,SAM,DANGRI,PABNASAR,BELDARO KI DHANI,Fluoride,1/4/2009
ORISSA,KENDUJHAR,TELKOI,BIMALA,BIMALA,PATRA SAHI,Iron,1/4/2009
ASSAM,KAMRUP,RANGIA,JAYANTIPUR,NITENI,MAJOR SUBA,Iron,1/4/2009
RAJASTHAN,BARMER,BARMER,LEELSAR,SERPURA,SAU MODANIYON KI DHANI,Salinity,1/4/2012
KARNATAKA,MYSORE,HEGGADADEVANKOTE,KANCHAMALLI,KANCHAMALLI,KANCHAMALLI,Iron,1/4/2010
CHATTISGARH,JASHPUR,BAGICHA,KEWAI,KAWAI,BABUTOLI,Iron,1/4/2010
RAJASTHAN,NAGAUR,PARBATSAR,HARNAWA,HUKMPURA,HUKAMPURA,Salinity,1/4/2012
BIHAR,SHEIKHPURA,SHEIKHPURA,AUDHE,AUDHE,AUDHE,Fluoride,1/4/2009
ORISSA,KENDUJHAR,GHATAGAON,KHANTAGHAR,KASIBEDA,BALI SAHI,Iron,1/4/2011
ASSAM,DIBRUGARH,BARBARUA,KUTUHA,NOWJAN GAON NO.1,NAMONI CHUCK,Iron,1/4/2010
BIHAR,BUXAR,SIMRI,PAIGAMBAR PUR,NAGARPURA,YADAV TOLA,Arsenic,1/4/2012
ASSAM,TINSUKIA,KAKAPATHAR,GAVARUBHETI,GAVARUBHETI,GAVARUBHETI,Iron,1/4/2009
MAHARASHTRA,CHANDRAPUR,WARORA,BORI,BORI,BORI,Fluoride,1/4/2012
CHATTISGARH,RAJNANDAGON,DONGERGARH,MADIYAN,DAMAUDAHARA,DAMU-DAHARA,Iron,1/4/2009
TRIPURA,DHALAI  ,DUMBURNAGAR,JAGABANDHUPARA,NAYEB BABU PARA,SHRIDHAR PARA,Iron,1/4/2010
ASSAM,CHIRANG,BOROBAZAR,BALLAMGURI,BALLOMGURI,UTTAR BALLAMGURI,Iron,1/4/2009
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,MANDALPARA,Iron,1/4/2012
ORISSA,KENDUJHAR,TELKOI,RAISUAN,SAMAKUDA,R.C. PUR SAHI,Iron,1/4/2010
CHATTISGARH,BASTAR,BAKAWAND,MONGARAPAL,MONGRAPAL,MONGRAPAL,Iron,1/4/2009
RAJASTHAN,AJMER,KEKRI,GORDHA,CHEEKLYA,CHEEKLYA,Fluoride,1/4/2009
GUJARAT,KHEDA,KAPADVANJ,VEJAL PUR,VEJALPUR,VEJAL PUR,Nitrate,1/4/2009
ORISSA,MALKANGIRI,Korkunda,Gunthawada,Guntha Wada,HANSAGUDA,Salinity,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,BELWA,BELWA,RAJPUTON KD,Salinity,1/4/2010
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,TARIYAMA,TURKI,NARHAIYA,Iron,1/4/2009
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,UTTAR KOMARBONDHA,BORJAN NO. 2,MURAH LINE,Arsenic,1/4/2011
ASSAM,GOLAGHAT,GAMARIGURI,SARUPANI,KALYANPUR,KALAYANPUR,Iron,1/4/2009
RAJASTHAN,BARMER,DHORIMANA,KOJA,KUMBHARON KI BERI,BHILO KI DHANI,Salinity,1/4/2009
TRIPURA,NORTH TRIPURA,PANISAGAR,CHANDRA HALAM PARA,BHATI SAILENBARI,RAI THANTHAI PARA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,DUKLI,MADHUBAN,KATHAL TALI NORTH PARA,HRISHI COLONY,Iron,1/4/2009
BIHAR,SUPAUL,CHHATAPUR,CHATAPUR,CHHATAPUR,MIDDLE TOLA,Iron,1/4/2009
MAHARASHTRA,OSMANABAD,TULJAPUR,BASWANTWADI,BASWANTWADI,BASWANTWADI,Iron,1/4/2011
WEST BENGAL,BIRBHUM,RAJNAGAR,GANGMURI JOYPUR,JAHANABAD,NAMUPARA,Iron,1/4/2009
RAJASTHAN,JODHPUR,SHERGARH,TENA,VIRADH NAGAR,TAKAT SINGH KD,Salinity,1/4/2009
MADHYA PRADESH,JHABUA,THANDLA,SUJAPURA,SUJAPURA,BUS STAND,Fluoride,1/4/2010
MAHARASHTRA,NAGPUR,KAMPTEE,KORADI,KHAPARKHEDA,KHAPARKHEDA,Salinity,1/4/2009
RAJASTHAN,BARMER,CHOHTAN,BHOJARIYA,TAMACHEE KI GAFAN,PHOOLASAR NADI,Salinity,1/4/2009
RAJASTHAN,DUNGARPUR,DUNGARPUR,PUNALI,PATLI,SAMARAT,Fluoride,1/4/2009
ORISSA,MAYURBHANJ,SUKRULI,HALADIA,KASIA,KASHIA,Iron,1/4/2009
ASSAM,DARRANG,SIPAJHAR,GARUKHUTI,SATKHALI,GARAKASH,Iron,1/4/2012
BIHAR,JAMUI,CHAKAI,KALYANPUR,ARAPOTHAL,LOWER TOLA,Fluoride,1/4/2009
TRIPURA,SOUTH TRIPURA,BAGAFA,RAMRAIBARI,SURJYA BARI PARA,LALIT MOHAN PARA,Iron,1/4/2010
RAJASTHAN,JODHPUR,PHALODI,BENGTI KALLAN,SADAWATA,MOHANRAM KI DHANI,Salinity,1/4/2012
TRIPURA,WEST TRIPURA,KALYANPUR,GHILATALI,GHILATALI BAZER,2 NO COLONEY,Iron,1/4/2010
BIHAR,PURNIA,BANMANKHI,LADU GARH,RAMPUR TILAK,MUSHARI TOLA,Iron,1/4/2010
ASSAM,SONITPUR,NADUAR,MADHYA-CHILLABANDHA,MAZORCHUK,KAMARCHUK,Iron,1/4/2011
KARNATAKA,TUMKUR,KORATAGERE,BUKKAPATANNA,BUKKAPATANNA,MARUTHINAGARA,Nitrate,1/4/2010
CHATTISGARH,BASTAR,TOKAPAL,RAIKOT,RAIKOTE,M. SCHOOL PARA,Iron,1/4/2010
CHATTISGARH,BASTAR,TOKAPAL,PALWA,NAWAGAON,PATEL PARA,Iron,1/4/2009
RAJASTHAN,TONK,TONK,HARCHANDERA,HARCHANDERA,DHANI BAIRWA,Fluoride,1/4/2010
RAJASTHAN,NAGAUR,MAKRANA,GELASAR,GELASAR,GELASAR,Salinity,1/4/2010
ANDHRA PRADESH,PRAKASAM(08),KURICHEDU(04),POTLAPADU(09),POTLAPADU(013 ),MUNDEDDULAPALEM(0812104013020900),Fluoride,1/4/2011
ASSAM,SIBSAGAR,DEMOW,NA HAT,DEODUBI,BAM DEODHAI GAON,Iron,1/4/2011
CHATTISGARH,DANTEWADA,GEEDAM,MOFALANAR,GUTOLI,SARPANCHPARA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,KETU MADA,KETOOMANDA,PURKHARAM MEGHWAL KD,Salinity,1/4/2011
ORISSA,SUNDARGARH,LAHUNIPARA,FULJHAR,FULJHAR,BHAGABAN SAHI,Iron,1/4/2010
ASSAM,BONGAIGAON,BAITAMARI,CHALLANTA PARA,3366 CHALLANTA PARA PT- I,HARIPANI - II,Iron,1/4/2009
RAJASTHAN,BARMER,BARMER,ISROL,BAGHANIYO KI DHANI,KOLARAM MEGWAL KI DHANI,Salinity,1/4/2012
ASSAM,MARIGAON,DULONGGHAT PT.,PAGHALI,PUB BORIGAON,NIZ PUB- BORIGAON,Iron,1/4/2009
ORISSA,KHORDHA,BALIANTA,PURANAPRADHAN,BUDHIPADA,BUDHIPADA,Iron,1/4/2012
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,BAMUN DONGRA,MADHYA SUBA,Iron,1/4/2009
ORISSA,MAYURBHANJ,KAPTIPADA,JAMBANI,AMBAPICHHULA,AMBAPICHHULA,Iron,1/4/2012
CHATTISGARH,KANKER,ANTAGARH,MASBARAS,ERRABODI,ERRABODI,Iron,1/4/2009
ORISSA,BARGARH,BARAPALI,GOPAIPALI,GOPAIPALI,GOPAIPALI,Iron,1/4/2012
ORISSA,RAYAGADA,RAMANGUDA,SDHAMINI,PALAPAI,POLUPAI,Iron,1/4/2009
ASSAM,BARPETA,BHAWANIPUR,SUKMANAH,ANANDA PUR,PACHIM SUBA,Iron,1/4/2009
ASSAM,DIBRUGARH,JOYPUR,KOCHARI PATHAR,KAMAR GAON,PUB CHUCK,Iron,1/4/2009
CHATTISGARH,KAWARDHA,PANDARIYA,BIRHULDIH,PANDRIPANI,NADIPARA,Iron,1/4/2010
CHATTISGARH,BASTAR,DARBHA,DILMILI,DILMILI,BURKUMKONTA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,KALYANPUR,RAJANI SARDAR PARA,RAJANI PARA,ASHA RAM SARDAR PARA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,KHOWAI,PASCHIM SINGICHERRA,SRINAGAR PARA,DEEP JELE JAL,Iron,1/4/2011
RAJASTHAN,AJMER,PISANGAN,LAMANA,RUDLAI,DHAKIYA KA BADIYA,Fluoride,1/4/2010
RAJASTHAN,BARMER,BARMER,GARDIYA,MADRUP KA TALLA,MANDROOP KA TALLA,Salinity,1/4/2012
ORISSA,KORAPUT,POTTANGI,PUKALI,PUKALI,NUAGUDA,Iron,1/4/2012
ASSAM,DARRANG,SIPAJHAR,BURHINAGAR,NAGAON,MUSLIM CHUBA,Iron,1/4/2011
TRIPURA,DHALAI  ,AMBASSA,KULAI,THAKUR PALLY,RAMRATAN PARA,Iron,1/4/2009
RAJASTHAN,BHARATPUR,SEWAR,BEHNERA,GHASAULA,NAGLA SUJAN PARUYA,Salinity,1/4/2012
WEST BENGAL,JALPAIGURI,JALPAIGURI,NAGAR BERUBARI,SINGIMARI DWITIYA KHANDA,SINGIMAR DWITIYA KHANDA,Iron,1/4/2012
BIHAR,PURNIA,SRINAGAR,THARI,THARI,ARBANNA,Iron,1/4/2012
KARNATAKA,DAKSHIN KANNAD,MANGALORE,MOODUSHEDDE,MOODUSHEDDE,PADUSHEDDE,Iron,1/4/2010
MAHARASHTRA,BHANDARA,SAKOLI,VIHIRGAON BURADYA,VIHIRGAON BURADYA,VIHIRGAON BURADYA,Nitrate,1/4/2009
RAJASTHAN,JALOR,SAYLA,DETAKALAN,DETA KHURD,MAGRON KA BERA,Fluoride,1/4/2012
RAJASTHAN,KOTA,ITAWA,KHATOLI,KHATAULI,GUDLA ROAD BAIRWA BASTI,Salinity,1/4/2010
BIHAR,ARARIA,BHARGAMA,HARPUR KALA,YASHODAPUR,YASHODAPUR,Iron,1/4/2009
RAJASTHAN,JALOR,BHINMAL,DUMBARIYA,DHUMBARIYA,GOLIYA,Fluoride,1/4/2011
RAJASTHAN,JODHPUR,SHERGARH,CHUTARPURA,CHATARPURA,SIMAR THANI JAT KD,Salinity,1/4/2012
WEST BENGAL,COOCHBEHAR,COOCH BEHAR-I,HARIBHANGA,PUSHNADANGA,MACHUA PARA,Iron,1/4/2012
MADHYA PRADESH,MANDLA,MANDLA,MOHANIYA PATPARA,MOHANIYA PATPARA,SADAK TOLA,Fluoride,1/4/2010
MADHYA PRADESH,DHAR,NALCHHA,SHIKARPURA,KISHANKHODRA,PATEL PURA,Fluoride,1/4/2012
BIHAR,BUXAR,SIMRI,PAIGAMBAR PUR,NAG SINGHANPURA,NAG SINGHANPURA,Arsenic,1/4/2009
BIHAR,KATIHAR,PRANPUR,BARJHALLA,KUSIARI,SANTHAL TOLA,Iron,1/4/2010
ORISSA,KHORDHA,BALIPATNA,AMANAKUD,MANIKPUR,MANIKAPUR,Iron,1/4/2012
ORISSA,PURI,NIMAPARA,MITEIPUR,PALASUDHA,KHAIRAT PATANA,Iron,1/4/2012
RAJASTHAN,JODHPUR,OSIAN,RAMPURA,SINDHIYON KI DHANI,MALI MEGH. KD,Fluoride,1/4/2010
CHATTISGARH,BASTAR,TOKAPAL,NAINNAR,NAINNAR,BAKTI PARA,Iron,1/4/2011
RAJASTHAN,BARMER,SHEO,KASHMIR,GORSIYON KI DHANI,AJMANI GODARA KI DHANI,Salinity,1/4/2010
RAJASTHAN,UDAIPUR,JHADOL,MADLA,MADLA,MADLA,Nitrate,1/4/2009
ORISSA,Jagatsinghapur,ERSAMA,NUADHI,Dhuansahi,HARIJAN PADA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BHOPALGARH,RAMDAWAS KALLA,RAMRAWAS KALAN,GODARO KD,Salinity,1/4/2010
RAJASTHAN,BARMER,CHOHTAN,BURAN KA TALA,BURAHAN KA TALA,BHILO KA TALA,Salinity,1/4/2011
WEST BENGAL,MALDAH,HABIBPUR,JAJAIL,MANIKORA,DANA KATA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BHOPALGARH,OSTRA,OSTRA,PATA BAI DEVRI KD,Fluoride,1/4/2011
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,SHIBPUR,CHARAN SINGH PARA,SANGHAUCHAI PARA,Iron,1/4/2012
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,PIPRA KHURD,NARAENPUR,RAJDHOB TOLA,Iron,1/4/2009
CHATTISGARH,BASTAR,KONDAGAON,RANAPAL,HADKALI,KHASPARA,Iron,1/4/2010
ORISSA,KENDUJHAR,JODA,BOLANI,HARMATHA(DHANURJAYPUR),KUDIBAI/JAGULISAHI,Iron,1/4/2011
WEST BENGAL,NORTH 24 PARGANAS,BONGAON,AKAIPUR,PANPARA,PANPARA PASCHIM,Arsenic,1/4/2009
ORISSA,KENDUJHAR,TELKOI,KHUNTAPADA,KHUNTAPADA,MAJHI SAHI,Iron,1/4/2009
MADHYA PRADESH,SAGAR,RAHATGARH,KATHODA,RUSALLA,RUSLLA,Fluoride,1/4/2009
MAHARASHTRA,CHANDRAPUR,CHIMUR,SHIRPUR,SHIVAN PAYALI,SHIVAN PAYALI,Iron,1/4/2012
RAJASTHAN,BARMER,BAITU,BHURATIYA,BHURTIYA,JATON KD,Salinity,1/4/2011
RAJASTHAN,BHARATPUR,KAMAN,UNCHEDA,KHERLI GUMANI,KHERLI GUMANI,Salinity,1/4/2010
CHHATTISGARH,JASHPUR,MANORA,SONKYARI,SARDIH,CHUURIPATH,Iron,1/4/2012
CHATTISGARH,KANKER,ANTAGARH,TEMRUPANI,TEMRUPANI,PATEL PARA,Iron,1/4/2011
ASSAM,TINSUKIA,HAPJAN,DAISAJAN,PUPAI T.E 246/244NL,6NO.LABOUR LINE,Iron,1/4/2011
ORISSA,PURI,KAKATPUR,ABADANA,ABADAN,GOLARGADA,Iron,1/4/2009
RAJASTHAN,JODHPUR,SHERGARH,SAI,SOHANGARH,RUGHANI MEGHWAL PUROHITO KD,Salinity,1/4/2011
MADHYA PRADESH,DHAR,DAHI,GAAJGOTA,GAJGOTA,NEHALAPURA,Fluoride,1/4/2009
WEST BENGAL,NADIA,KRISHNAGAR - I,BHIMPUR,PUKURGACHHI,KHASPARA,Arsenic,1/4/2010
ASSAM,DIBRUGARH,BARBARUA,BARPATHAR,ROWMARI GAON,UJANI CHUCK,Iron,1/4/2011
ASSAM,KARBI ANGLONG,RONGKHAG,RONGKHANG-002,THESO BILL,THESOM BIL,Fluoride,1/4/2010
RAJASTHAN,BARMER,BARMER,HATHITALA,NIMBASAR NADI,NIMBASAR NADI,Salinity,1/4/2011
KARNATAKA,DAVANGERE,HARAPPANAHALLI,CHIGATERI,CHIGATERI,CHIGATERI,Fluoride,1/4/2012
BIHAR,SAHARSA,SALKHUA,KOPARIA,BANKATTI,HALHRA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,GOPALSAR,KANASAR,GURONO KD,Salinity,1/4/2010
KARNATAKA,TUMKUR,CHIKNAYAKANHALLI,RAMANAHALLI,JANEHAR,JANEHAR,Fluoride,1/4/2011
BIHAR,PURNIA,BANMANKHI,KOSHI SH. DEVOTTAR,KACHAHARI BALUA,BARI MILIK,Iron,1/4/2010
WEST BENGAL,JALPAIGURI,MAYNAGURI,SAPTIBARI-I,Saptibari,SONAR SHANNI,Iron,1/4/2009
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,ALONG JURI,Iron,1/4/2009
RAJASTHAN,BARMER,BALOTRA,GOPARI,CHAMPA BERI,CHAMPA BERI,Salinity,1/4/2011
BIHAR,SAHARSA,SONBARSA,ATALKHA,JAMHRA,HARIJAN TOLA,Iron,1/4/2010
RAJASTHAN,JODHPUR,BALESAR,UTAMBER,RAWATSAR,BHAIYO KD,Fluoride,1/4/2010
BIHAR,SUPAUL,RAGHOPUR,SIMARAHI,SIMRAHI,BANGALI TOLA,Iron,1/4/2009
NAGALAND,DIMAPUR,NIULAND,NLD,KIKHEYE,KIKHEYE,Iron,1/4/2012
CHATTISGARH,RAJNANDAGON,KHAIRAGARH,GATAPAR,GATAPAR,GATAPAR,Iron,1/4/2010
BIHAR,SAHARSA,SAUR BAZAR,AIJAIBA,RAGHUNATHPUR,RAGHUNATH PUR 2,Iron,1/4/2012
MADHYA PRADESH,DHAR,GANDHWANI,CHUNAPYA,CHUNPIYA,PUNASA,Fluoride,1/4/2010
RAJASTHAN,BARMER,BARMER,MAHABAR,MAHABAR,AMA SINGH KD,Salinity,1/4/2011
MADHYA PRADESH,DHAR,GANDHWANI,BILDA,BILDA,TALABPURA,Fluoride,1/4/2011
CHATTISGARH,JASHPUR,MANORA,ANDHARJHAR,ANDHARJHAR,LAKWAKONA,Iron,1/4/2010
ASSAM,UDALGURI,KALAIGAON,TOKANKATA,PUB-JANGALPARA,GARO BASTI,Iron,1/4/2012
ASSAM,LAKHIMPUR,GHILAMORA,MORNOI,MORNOI BEBEJIA,KATH GOAN,Iron,1/4/2009
RAJASTHAN,JAISALMER,SANKRA,PADAMPURA,SOHANPURA,HUKAMSINGH /MEGHWALON KD,Salinity,1/4/2010
RAJASTHAN,JODHPUR,PHALODI,JALORA,JHARDEJI KI BHAKRI,JHARDEJI KI BHAKARI,Fluoride,1/4/2010
BIHAR,MADHEPURA,CHAUSA,PAIVA,PAIVA,BELPURIA BASA,Iron,1/4/2009
ASSAM,SONITPUR,BEHALI,BARALIMARA,KULAGURI GAON,GANJA SUBA,Iron,1/4/2010
TRIPURA,NORTH TRIPURA,KUMARGHAT,BETCHERRA,SCHOOL TILLA,SHIL PARA,Iron,1/4/2011
